CEST	NCM_LIST	DESCRIPTION
"1711500"	"['22029900']"	"bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas"
"1711600"	"['00813', '00909']"	"sementes de anis (erva-doce), badiana (anis-estrelado), funcho, coentro, cominho ou alcaravia; bagas de zimbro; fruta seca, misturas de fruta seca ou de fruta de casa rija; quando acondicionadas em saquinhos, especialmente, para a preparação de infusões ou de tisanas (“chás”)"
"1900100"	"['32131000']"	"tinta guache"
"1900200"	"['39162000']"	"espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914"
"1900300"	"['39161000', '391690']"	"outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914"
"1900400"	"['39261000']"	"artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos"
"1900500"	"['42021', '42029']"	"maletas e pastas para documentos e de estudante, e artefatos semelhantes"
"1900501"	"['42021', '42029']"	"baús, malas e maletas para viagem"
"1900600"	"['39269090']"	"prancheta de plástico"
"1900700"	"['48022090', '48119090']"	"bobina para fax"
"1900800"	"['4802549']"	"papel seda"
"1900900"	"['48025499', '48025799', '48162000']"	"bobina para máquina de calcular, pdv ou equipamentos similares"
"1901000"	"['4802569', '4802579', '4802589']"	"cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (lp note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico"
"1901100"	"['37031010', '37031029', '37032000', '37039010', '37040000', '48022000']"	"papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela"
"1901200"	"['48101390']"	"papel almaço"
"1901300"	"['48169010']"	"papel hectográfico"
"1901400"	"['39202019']"	"papel celofane e tipo celofane"
"1901500"	"['48062000']"	"papel impermeável"
"1901600"	"['48081000']"	"papel crepon"
"1901700"	"['48102290']"	"papel fantasia"
"1901800"	"['4809', '4816']"	"papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas"
"1901900"	"['4817']"	"envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência"
"1902000"	"['48201000']"	"livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes"
"1902100"	"['48202000']"	"cadernos"
"1902200"	"['48203000']"	"classificadores, capas para encadernação (exceto as capas para livros) e capas de processos"
"1902300"	"['48204000']"	"formulários em blocos tipo “manifold”, mesmo com folhas intercaladas de papel-carbono"
"1902400"	"['48205000']"	"álbuns para amostras ou para coleções"
"1902500"	"['48209000']"	"pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão"
"1902600"	"['49090000']"	"cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento)"
"1902700"	"['96081000']"	"canetas esferográficas"
"1902800"	"['96082000']"	"canetas e marcadores, com ponta de feltro ou com outras pontas porosas"
"1902900"	"['96083000']"	"canetas tinteiro"
"1903000"	"['9608']"	"outras canetas; sortidos de canetas"
"1903100"	"['480256']"	"papel cortado “cutsize” (tipo a3, a4, ofício i e ii, carta e outros)"
"1903200"	"['52105990']"	"papel camurça"
"1903300"	"['76071190']"	"papel laminado e papel espelho"
"2000100"	"['12119090']"	"henna (embalagens de conteúdo inferior ou igual a 200 g)"
"2000101"	"['12119090']"	"henna (embalagens de conteúdo superior a 200 g)"
"2000200"	"['27121000']"	"vaselina"
"2000300"	"['28142000']"	"amoníaco em solução aquosa (amônia)"
"2000400"	"['28470000']"	"peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml"
"2000500"	"['30067000']"	"lubrificação íntima"
"2000600"	"['3301']"	"óleos essenciais (desterpenados ou não), incluídos os chamados “concretos” ou “absolutos”; resinoides; oleorresinas de extração; soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração; subprodutos terpênicos residuais da desterpenação dos óleos essenciais; águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml"
"2000700"	"['33030010']"	"perfumes (extratos)"
"2000800"	"['33030020']"	"águas-de-colônia"
"2000900"	"['33041000']"	"produtos de maquilagem para os lábios"
"2001000"	"['33042010']"	"sombra, delineador, lápis para sobrancelhas e rímel"
"2001100"	"['33042090']"	"outros produtos de maquilagem para os olhos"
"2001200"	"['33043000']"	"preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona"
"2001300"	"['33049100']"	"pós, incluídos os compactos"
"2001400"	"['33049910']"	"cremes de beleza, cremes nutritivos e loções tônicas"
"2001500"	"['33049990']"	"outros produtos de beleza ou de maquilagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações solares e antissolares"
"2001600"	"['33049990']"	"preparações solares e antissolares"
"2001700"	"['33051000']"	"xampus para o cabelo"
"2001800"	"['33052000']"	"preparações para ondulação ou alisamento, permanentes, dos cabelos"
"2001900"	"['33053000']"	"laquês para o cabelo"
"2002000"	"['33059000']"	"outras preparações capilares, incluindo máscaras e finalizadores"
"2002100"	"['33059000']"	"condicionadores"
"2002200"	"['33059000']"	"tintura para o cabelo"
"2002300"	"['33061000']"	"dentifrícios"
"2002400"	"['33062000']"	"fios utilizados para limpar os espaços interdentais (fios dentais)"
"2002500"	"['33069000']"	"outras preparações para higiene bucal ou dentária"
"2002600"	"['33071000']"	"preparações para barbear (antes, durante ou após)"
"2002700"	"['33072010']"	"desodorantes (desodorizantes) corporais líquidos, exceto os classificados no cest 20.027.01"
"2002701"	"['33072010']"	"loções e óleos desodorantes hidratantes líquidos"
"2002800"	"['33072010']"	"antiperspirantes líquidos"
"2002900"	"['33072090']"	"outros desodorantes (desodorizantes) corporais, exceto os classificados no cest 20.029.01"
"2002901"	"['33072090']"	"outras loções e óleos desodorantes hidratantes"
"2003000"	"['33072090']"	"outros antiperspirantes"
"2003100"	"['33073000']"	"sais perfumados e outras preparações para banhos"
"2003200"	"['33079000']"	"outros produtos de perfumaria preparados"
"2003201"	"['33079000']"	"outros produtos de toucador preparados"
"2003300"	"['33079000']"	"soluções para lentes de contato ou para olhos artificiais"
"2003400"	"['34011190']"	"sabões de toucador em barras, pedaços ou figuras moldados"
"2003401"	"['34011190']"	"lenços umedecidos"
"2003500"	"['34011900']"	"outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados"
"2003501"	"['34011900']"	"lenços umedecidos"
"2003600"	"['34012010']"	"sabões de toucador sob outras formas"
"2003700"	"['34013000']"	"produtos e preparações orgânicos tensoativos para lavagem da pele, na forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão"
"2003800"	"['40149010']"	"bolsa para gelo ou para água quente"
"2003900"	"['40149090']"	"chupetas e bicos para mamadeiras e para chupetas, de borracha"
"2004000"	"['39249000', '39269040', '9269090']"	"chupetas e bicos para mamadeiras e para chupetas, de silicone"
"2004100"	"['42021']"	"malas e maletas de toucador"
"2004200"	"['48181000']"	"papel higiênico - folha simples"
"2004300"	"['48181000']"	"papel higiênico - folha dupla e tripla"
"2004400"	"['48182000']"	"lenços (incluídos os de maquilagem) e toalhas de mão"
"2004500"	"['48182000']"	"papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas"
"2004600"	"['48183000']"	"toalhas e guardanapos de mesa"
"2004700"	"['48189090']"	"toalhas de cozinha (papel toalha de uso doméstico)"
"2004800"	"['96190000']"	"fraldas, exceto os descritos no cest 20.048.01"
"2004801"	"['96190000']"	"fraldas de fibras têxteis"
"2004900"	"['96190000']"	"tampões higiênicos"
"2005000"	"['96190000']"	"absorventes higiênicos externos"
"2005100"	"['56012190']"	"hastes flexíveis (uso não medicinal)"
"2005200"	"['56039290']"	"sutiã descartável, assemelhados e papel para depilação"
"2005300"	"['82032090']"	"pinças para sobrancelhas"
"2005400"	"['82141000']"	"espátulas (artigos de cutelaria)"
"2005500"	"['82142000']"	"utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluídas as limas para unhas)"
"2005600"	"['90251110', '90251990']"	"termômetros, inclusive o digital"
"2005700"	"['96032']"	"escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes"
"2005800"	"['96032100']"	"escovas de dentes, incluídas as escovas para dentaduras"
"2005900"	"['96033000']"	"pincéis para aplicação de produtos cosméticos"
"2006000"	"['96050000']"	"sortidos de viagem, para toucador de pessoas para costura ou para limpeza de calçado ou de roupas"
"2006100"	"['9615']"	"pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posição 8516 e suas partes"
"2006200"	"['96162000']"	"borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador"
"2006300"	"['39233000', '39249000', '39241000', '40149090', '70102000']"	"mamadeiras"
"2006400"	"['82121020', '82122010']"	"aparelhos e lâminas de barbear"
"2100100"	"['73211100', '73218100', '73219000']"	"fogões de cozinha de uso doméstico e suas partes"
"2100200"	"['84181000']"	"combinações de refrigeradores e congeladores (“freezers”), munidos de portas exteriores separadas"
"2100300"	"['84182100']"	"refrigeradores do tipo doméstico, de compressão"
"2100400"	"['84182900']"	"outros refrigeradores do tipo doméstico"
"2100500"	"['84183000']"	"congeladores (“freezers”) horizontais tipo arca, de capacidade não superior a 800 litros"
"2100600"	"['84184000']"	"congeladores (“freezers”) verticais tipo armário, de capacidade não superior a 900 litros"
"2100700"	"['841850']"	"outros móveis (arcas, armários, vitrines, balcões e móveis semelhantes) para a conservação e exposição de produtos, que incorporem um equipamento para a produção de frio"
"2100800"	"['8418699']"	"mini adega e similares"
"2100900"	"['84186999']"	"máquinas para produção de gelo"
"2101000"	"['84189900']"	"partes dos refrigeradores, congeladores, mini adegas e similares, máquinas para produção de gelo e bebedouros descritos nos cest 21.002.00, 21.003.00, 21.004.00, 21.005.00, 21.006.00, 21.007.00, 21.008.00, 21.009.00 e 21.013.00"
"2101100"	"['842112']"	"secadoras de roupa de uso doméstico"
"2101200"	"['84211990']"	"outras secadoras de roupas e centrífugas de uso doméstico"
"2101300"	"['84186931']"	"bebedouros refrigerados para água"
"2101400"	"['84219']"	"partes das secadoras de roupas e centrífugas de uso doméstico e dos aparelhos para filtrar ou depurar água, descritos nos cest 21.011.00 e 21.012.00 e 21.098.00"
"2101500"	"['84221100', '84229010']"	"máquinas de lavar louça do tipo doméstico e suas partes"
"2101600"	"['844331']"	"máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede"
"2101700"	"['844332']"	"outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede"
"2101800"	"['84439']"	"partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 8442; e de outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si"
"2101900"	"['84501100']"	"máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade não superior a 10 kg, em peso de roupa seca, inteiramente automáticas"
"2102000"	"['84501200']"	"outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, com secador centrífugo incorporado"
"2102100"	"['84501900']"	"outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico"
"2102200"	"['845020']"	"máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade superior a 10 kg, em peso de roupa seca"
"2102300"	"['845090']"	"partes de máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico"
"2102400"	"['84512100']"	"máquinas de secar de uso doméstico de capacidade não superior a 10 kg, em peso de roupa seca"
"2102500"	"['84512990']"	"outras máquinas de secar de uso doméstico"
"2102600"	"['845190']"	"partes de máquinas de secar de uso doméstico"
"2102700"	"['84521000']"	"máquinas de costura de uso doméstico"
"2102800"	"['847130']"	"máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, contendo pelo menos uma unidade central de processamento, um teclado e uma tela"
"2102900"	"['84714']"	"outras máquinas automáticas para processamento de dados"
"2103000"	"['84715010']"	"unidades de processamento, de pequena capacidade, exceto as das subposições 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída; baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (“slots”), e valor fob inferior ou igual a us$ 12.500,00, por unidade"
"2103100"	"['8471605']"	"unidades de entrada, exceto as classificadas no código 8471.60.54"
"2103200"	"['84716090']"	"outras unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória"
"2103300"	"['847170']"	"unidades de memória"
"2103400"	"['847190']"	"outras máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posições"
"2103500"	"['847330']"	"partes e acessórios das máquinas da posição 84.71"
"2103600"	"['85043']"	"outros transformadores, exceto os classificados nos códigos 8504.33.00 e 8504.34.00"
"2103700"	"['85044010']"	"carregadores de acumuladores"
"2103800"	"['85044040']"	"equipamentos de alimentação ininterrupta de energia (ups ou “no break”)"
"2103900"	"['85078000']"	"outros acumuladores"
"2104000"	"['8508']"	"aspiradores"
"2104100"	"['8509']"	"aparelhos eletromecânicos de motor elétrico incorporado, de uso doméstico e suas partes"
"2104200"	"['85098010']"	"enceradeiras"
"2104300"	"['85161000']"	"chaleiras elétricas"
"2104400"	"['85164000']"	"ferros elétricos de passar"
"2104500"	"['85165000']"	"fornos de micro-ondas"
"2104600"	"['85166000']"	"outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, exceto os portáteis"
"2104700"	"['85166000']"	"outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, portáteis"
"2104800"	"['85167100']"	"outros aparelhos eletrotérmicos de uso doméstico - cafeteiras"
"2104900"	"['85167200']"	"outros aparelhos eletrotérmicos de uso doméstico - torradeiras"
"2105000"	"['851679']"	"outros aparelhos eletrotérmicos de uso doméstico"
"2105100"	"['85169000']"	"partes das chaleiras, ferros, fornos e outros aparelhos eletrotérmicos da posição 85.16, descritos nos cest 21.043.00, 21.044.00, 21.045.00, 21.046.00, 21.047.00, 21.048.00, 21.049.00 e 21.050.00"
"2105200"	"['85171100']"	"aparelhos telefônicos por fio com unidade auscultador - microfone sem fio"
"2105300"	"['8517123']"	"telefones para redes celulares, exceto por satélite, os de uso automotivo e os classificados no cest 21.053.01"
"2105301"	"['85171231']"	"telefones para redes celulares portáteis, exceto por satélite"
"2105400"	"['851712']"	"outros telefones para outras redes sem fio, exceto para redes de celulares e os de uso automotivo"
"2105500"	"['85171891']"	"outros aparelhos telefônicos não combinados com outros aparelhos"
"2105501"	"['85171899']"	"outros aparelhos telefônicos"
"2105600"	"['8517625']"	"aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede com fio, exceto os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53"
"2105601"	"['85176254', '85176255']"	"distribuidores de conexões para rede (“hubs”) e moduladores/demoduladores (“modens”)."
"2105700"	"['8518']"	"microfones e seus suportes; alto-falantes, mesmo montados nos seus receptáculos, fones de ouvido (auscultadores), mesmo combinados com microfone e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes, amplificadores elétricos de audiofrequência, aparelhos elétricos de amplificação de som; suas partes e acessórios; exceto os de uso automotivo"
"2105800"	"['8519', '8522', '85271']"	"aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia. aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo"
"2105900"	"['85198190']"	"outros aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo"
"2106000"	"['85219010']"	"gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético, exceto de uso automotivo"
"2106100"	"['85219090']"	"outros aparelhos videofônicos de gravação ou reprodução, mesmo incorporando um receptor de sinais videofônicos, exceto os de uso automotivo"
"2106200"	"['85235110']"	"cartões de memória (memorycards)"
"2106300"	"['85235200']"	"cartões inteligentes (smartcards)"
"2106400"	"['85235200']"	"cartões inteligentes (sim cards)"
"2106500"	"['8525802']"	"câmeras fotográficas digitais e câmeras de vídeo e suas partes"
"2106600"	"['85279']"	"outros aparelhos receptores para radiodifusão, mesmo combinados num invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, inclusive caixa acústica para home theaters classificados na posição 8518"
"2106700"	"['85284929', '85285920', '852869']"	"monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos"
"2106701"	"['85286200']"	"projetores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina"
"2106800"	"['85285220']"	"outros monitores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina, policromáticos"
"2106900"	"['85287']"	"aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - televisores de crt (tubo de raios catódicos)"
"2107000"	"['85287']"	"aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - televisores de lcd (display de cristal líquido)"
"2107100"	"['85287']"	"aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - televisores de plasma"
"2107200"	"['85287']"	"outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo"
"2107300"	"['85287']"	"outros aparelhos receptores de televisão não relacionados nos cest 21.069.00, 21.070.00, 21.071.00 e 21.072.00"
"2107400"	"['900659']"	"câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão"
"2107500"	"['90064000']"	"câmeras fotográficas para filmes de revelação e copiagem instantâneas"
"2107600"	"['90189050']"	"aparelhos de diatermia"
"2107700"	"['90191000']"	"aparelhos de massagem"
"2107800"	"['90328911']"	"reguladores de voltagem eletrônicos"
"2107900"	"['95045000']"	"consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 9504.30"
"2108000"	"['8517621']"	"multiplexadores e concentradores"
"2108100"	"['85176222']"	"centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais"
"2108200"	"['85176239']"	"outros aparelhos para comutação"
"2108300"	"['8517624']"	"roteadores digitais, em redes com ou sem fio"
"2108400"	"['85176262']"	"aparelhos emissores com receptor incorporado de sistema troncalizado (“trunking”), de tecnologia celular"
"2108500"	"['8517629']"	"outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento"
"2108600"	"['85177021']"	"antenas próprias para telefones celulares portáteis, exceto as telescópicas"
"2108700"	"['821490', '8510']"	"aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes"
"2108800"	"['84145']"	"ventiladores, exceto os de uso agrícola"
"2108900"	"['84145990']"	"ventiladores de uso agrícola"
"2109000"	"['84146000']"	"coifas com dimensão horizontal máxima não superior a 120 cm"
"2109100"	"['84149020']"	"partes de ventiladores ou coifas aspirantes"
"2109200"	"['841510', '84158']"	"máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente"
"2109300"	"['84151011']"	"aparelhos de ar-condicionado tipo split system (sistema com elementos separados) com unidade externa e interna"
"2109400"	"['84151019']"	"aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora"
"2109500"	"['84151090']"	"aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora"
"2109600"	"['84159010']"	"unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo split system (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora"
"2109700"	"['84159020']"	"unidades condensadoras (externas) de aparelho de ar-condicionado do tipo split system (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora"
"2109800"	"['84212100']"	"aparelhos elétricos para filtrar ou depurar água (purificadores de água refrigerados), exceto os itens classificados no cest 21.098.01"
"2109801"	"['84212100']"	"outros aparelhos elétricos para filtrar ou depurar água"
"2109900"	"['84243010', '84243090', '84249090']"	"lavadora de alta pressão e suas partes"
"2110000"	"['84672100']"	"furadeiras elétricas"
"2110100"	"['85162']"	"aparelhos elétricos para aquecimento de ambientes"
"2110200"	"['85163100']"	"secadores de cabelo"
"2110300"	"['85163200']"	"outros aparelhos para arranjos do cabelo"
"2110400"	"['8527']"	"aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, exceto os classificados na posição 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo"
"2110500"	"['84796000']"	"climatizadores de ar"
"2110600"	"['84159090']"	"outras partes para máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente"
"2110700"	"['85258019']"	"câmeras de televisão e suas partes"
"2110800"	"['84231000']"	"balanças de uso doméstico"
"2110900"	"['8540']"	"tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão)"
"2111000"	"['8517']"	"aparelhos elétricos para telefonia; outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluídos os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (lan) ou uma rede de área estendida (wan), incluídas suas partes, exceto os de uso automotivo e os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53"
"2111100"	"['8517']"	"interfones, seus acessórios, tomadas e “plugs”"
"2111200"	"['8529']"	"partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528; exceto as de uso automotivo"
"2111300"	"['8531']"	"aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio); exceto os de uso automotivo e os classificados nas posições 8531.10 e 8531.80.00."
"2111400"	"['853110']"	"aparelhos elétricos de alarme, para proteção contra roubo ou incêndio e aparelhos semelhantes, exceto os de uso automotivo"
"2111500"	"['85318000']"	"outros aparelhos de sinalização acústica ou visual, exceto os de uso automotivo"
"2111600"	"['853400']"	"circuitos impressos, exceto os de uso automotivo"
"2111700"	"['85414011', '85414021', '85414022']"	"diodos emissores de luz (led), exceto diodos “laser”"
"2111800"	"['85437092']"	"eletrificadores de cercas eletrônicos"
"2111900"	"['90303']"	"aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo registrador; exceto os de uso automotivo"
"2112000"	"['903089']"	"analisadores lógicos de circuitos digitais, de espectro de frequência, frequencímetros, fasímetros, e outros instrumentos e aparelhos de controle de grandezas elétricas e detecção"
"2112100"	"['910700']"	"interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono"
"2112200"	"['9405']"	"aparelhos de iluminação (incluídos os projetores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições, com exceção dos itens classificados nos cest 21.123.00, 21.124.00 e 21.125.00"
"2112300"	"['940510', '94059']"	"lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública; e suas partes"
"2112400"	"['94052000', '94059']"	"abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes"
"2112500"	"['940540', '94059']"	"outros aparelhos elétricos de iluminação e suas partes"
"2112600"	"['85423190']"	"microprocessador"
"2200100"	"['2309']"	"ração tipo “pet” para animais domésticos"
"2300100"	"['210500']"	"sorvetes de qualquer espécie"
"2300200"	"['1806', '1901', '2106']"	"preparados para fabricação de sorvete em máquina"
"2400100"	"['3208', '3209', '321000']"	"tintas, vernizes"
"2400200"	"['2821', '32041700', '3206']"	"xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19"
"2400201"	"['2821', '32041700', '3206']"	"xadrez e pós assemelhados, em embalagem de conteúdo superior a 1 kg, exceto pigmentos à base de dióxido de titânio classificados no código ncm 3206.11.19"
"2400300"	"['3204', '32050000', '3206', '3212']"	"corantes para aplicação em bases, tintas e vernizes"
"2500100"	"['87021000']"	"veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³"
"2500200"	"['87024090']"	"veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor elétrico para propulsão, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³"
"2500300"	"['87032100']"	"automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada não superior a 1000 cm³"
"2500400"	"['87032210']"	"automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular"
"2500500"	"['87032290']"	"outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto carro celular"
"2500600"	"['87032310']"	"automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida"
"2500700"	"['87032390']"	"outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida"
"2500800"	"['87032410']"	"automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida"
