nome	ncm	pai
ácido caprílico	38.23.19.10	38.23.19
outros ácidos graxos monocarboxílicos industriais e óleos ácidos de refinação	38.23.19.90	38.23.19
outrps aparelhos de raios x, para radiofotografia/radioterapia	90.22.19.99	90.22.19
aparelhos de radiocobalto (bombas de cobalto), para usos médicos, cirúrgicos, odontológicos ou veterinários	90.22.21.10	90.22.21
aparelhos de gamaterapia para usos médicos, cirúrgicos, odontológicos ou veterinários	90.22.21.20	90.22.21
outros aparelhos de radiação alfa/beta/gama, para usos médicos, cirúrgicos, odontológicos ou veterinários	90.22.21.90	90.22.21
outros aparelhos de radiação alfa, beta ou gama	90.22.29.00	90.22.29
aparelhos raios gama, para detecção do nível de enchimento ou tampas faltantes, em latas de bebidas, por meio de raios gama	90.22.29.10	90.22.29
outros aparelhos de radiação alfa, beta ou gama	90.22.29.90	90.22.29
tubos de raios x	90.22.30.00	90.22.30
geradores de tensão, para aparelhos de raios x/outras radiações	90.22.90.11	90.22.90
telas radiológicas para aparelhos de raios x/outras radiações	90.22.90.12	90.22.90
outros aparelhos geradores de raios x	90.22.90.19	90.22.90
outros dispositivos geradores de raios x	90.22.90.80	90.22.90
partes e acessórios para aparelhos de raios x/outras radiações, etc.	90.22.90.90	90.22.90
instrumentos, aparelhos e modelos, concebidos para demonstração (por exemplo, no ensino e nas exposições), não suscetíveis de outros usos	90.23.00.00	90.23.00
máquinas e aparelhos para ensaios de tração/compressão de metais	90.24.10.10	90.24.10
máquinas e aparelhos para ensaios de dureza de metais	90.24.10.20	90.24.10
painéis indicadores com dispositivos de cristais líquidos (lcd) ou de diodos emissores de luz (led)	85.31.20.00	85.31.20
outros aparelhos elétricos de sinalização acústica/visual	85.31.80.00	85.31.80
partes de aparelhos elétricos de sinalização acústica ou visual	85.31.90.00	85.31.90
condensadores fixos concebidos para linhas elétricas de 50/60 hz e capazes de absorver uma potência reativa igual ou superior a 0, 5 kvar (condensadores de potência)	85.32.10.00	85.32.10
condensador fixo elétrico de tântalo, para montagem em superfície	85.32.21.10	85.32.21
condensador fixo elétrico, de tântalo, próprios para montagem em superfície (smd - surface mounted device), com tensão de isolação inferior ou igual a 125 v	85.32.21.11	85.32.21
outros condensadores fixos elétricos, de tântalo, próprios para montagem em superfície (smd - surface mounted device)	85.32.21.19	85.32.21
outros condensadores fixos eletrolítico, de tântalo	85.32.21.90	85.32.21
condensador fixo eletrolítico, de alumínio	85.32.22.00	85.32.22
condensadores fixos com dielétrico de cerâmica, de uma só camada, próprios para montagem em superfície (smd - surface mounted device)	85.32.23.10	85.32.23
outros condensadores fixos com dielétrico de cerâmica, de uma só camada	85.32.23.90	85.32.23
outros condensadores fixos, com dielétrico de cerâmica, de camadas múltiplas, próprios para montagem em superfície (smd - surface mounted device)	85.32.24.10	85.32.24
outras máquinas e aparelhos elétricos com função própria	85.43.70.99	85.43.70
cartões e etiquetas de acionamento por aproximação	85.43.81.00	85.43.81
amplificador radiofrequência para transmissão de sinal microonda, hpa, etc	85.43.89.11	85.43.89
amplificador radiofrequência para transmissão de sinal microonda, lna, etc	85.43.89.12	85.43.89
amplificador de radiofrequência para distribuição de sinais de televisão	85.43.89.13	85.43.89
outros amplificadores de radiofrequência para recepção de sinais de microondas	85.43.89.14	85.43.89
outros amplificadores de radiofrequência para transmissão de sinais de microondas	85.43.89.15	85.43.89
outros amplificadores de radiofrequência	85.43.89.19	85.43.89
aparelhos para eletrocutar insetos	85.43.89.20	85.43.89
geradores de efeitos especiais, manipulação de 2/3 dimensões, etc, para vídeo	85.43.89.31	85.43.89
geradores de caracteres, digitais, para vídeo	85.43.89.32	85.43.89
sincronizador de quadro armazen. , etc, base tempo, para vídeo	85.43.89.33	85.43.89
controladores de edição, para vídeo	85.43.89.34	85.43.89
misturador digital, em tempo real de entrada >= 8, para vídeo	85.43.89.35	85.43.89
outros aparelhos de eletrodiagnóstico varredura ultra-sônica	90.18.12.90	90.18.12
aparelhos de diagnóstico por visualização de ressonância magnética	90.18.13.00	90.18.13
terminais fixos, analógico, portátil, monocanais, para radiotelefonia	85.25.20.62	85.25.20
terminais móveis, analógicos, para radiotelefonia de veículos automóveis	85.25.20.63	85.25.20
outros aparelhos transmissores/recept, analógicos, para radiotelefonia, etc	85.25.20.69	85.25.20
aparelhos transmissores/receptores de radiotelefonia, digitais, frequência < 15ghz, transmissão <=8 mbit/s	85.25.20.71	85.25.20
aparelhos transmissores/receptores de radiotelefonia, digitais, frequência < 15ghz, transmissão <=34 mbit/s	85.25.20.72	85.25.20
aparelhos para estação-base, sistema bidirecional, radiomensagem, transmissão <= 112 kbits/s	85.25.20.73	85.25.20
terminais portáteis sistema bidirecional radiomensagem, transmissão <= 112 kbits/s	85.25.20.74	85.25.20
outros aparelhos transmissores/receptores para radiotelefonia/telegrafia, digitais, frequência < 15 ghz	85.25.20.79	85.25.20
outros aparelhos transmissores/receptores digitais, para radiotelefonia, etc	85.25.20.80	85.25.20
aparelhos transmissores/receptores de radiotelefonia, digitais, frequência <= 23 ghz, transmissão <= 8 mbit/s	85.25.20.81	85.25.20
outros aparelhos transmissores/receptores para radiotelefonia/radiotelegrafia, digitais	85.25.20.89	85.25.20
outros aparelhos transmissores com aparelho receptor incorporado	85.25.20.90	85.25.20
câmeras de televisão com 3 ou mais captadores de imagem	85.25.30.10	85.25.30
câmeras de televisão com sensor de imagem ccd, etc, iluminação < 0. 20 lux	85.25.30.20	85.25.30
outras câmaras de tv, para captar imagens no espectro infravermelho	85.25.30.30	85.25.30
outros dispositivos fotossensiveis semicondutores, não montados	85.41.40.19	85.41.40
diodos emissores de luz (led) montados, para montagem em superfície	85.41.40.21	85.41.40
"outros diodos emissores de luz (led) exceto diodos ""laser"""	85.41.40.22	85.41.40
"diodos ""laser"" com comprimento de onda de 1300 mm ou 1500 mm"	85.41.40.23	85.41.40
"outros diodos ""laser"""	85.41.40.24	85.41.40
fotodiodos, fototransistores e fototiristores, montados	85.41.40.25	85.41.40
fotorresistores montados	85.41.40.26	85.41.40
acopladores óticos, próprios para montagem em superfície (smd - surface mounted device)	85.41.40.27	85.41.40
outros dispositivos fotossensiveis semicondutores montados	85.41.40.29	85.41.40
fotodiodos em módulos ou painéis	85.41.40.31	85.41.40
células solares em módulos ou painéis	85.41.40.32	85.41.40
outras células fotovoltaicas em módulos ou painéis	85.41.40.39	85.41.40
outros dispositivos semicondutores não montados	85.41.50.10	85.41.50
outros dispositivos semicondutores montados	85.41.50.20	85.41.50
cristais piezelétricos montados, de quartzo, de frequência superior ou igual a 1 mhz, mas inferior ou igual a 100 mhz	85.41.60.10	85.41.60
outros cristais piezoelétricos montados	85.41.60.90	85.41.60
suportes-conectores apresentados em tiras (lead frames), diodos, etc. semicondutores	85.41.90.10	85.41.90
coberturas para encapsulamento (cápsulas)	85.41.90.20	85.41.90
outras partes de diodos, transistores, etc, semicondutores	85.41.90.90	85.41.90
"chassis com motor para ""dumpers"" e tratores, exceto rodoviários"	87.06.00.20	87.06.00
outros chassis com motor, para automóveis de passageiros/mercadorias	87.06.00.90	87.06.00
carrocerias para automóveis de passageiros, inclusive as cabinas	87.07.10.00	87.07.10
"carrocerias pata ""dumpers""/tratores, exceto rodoviário, inclusive cabina"	87.07.90.10	87.07.90
carrocerias para veículos automóveis com capacidade de transporte => 10 pessoas, ou para carga	87.07.90.90	87.07.90
pára-choques e suas partes para veículos automóveis	87.08.10.00	87.08.10
cintos de segurança para veículos automóveis	87.08.21.00	87.08.21
"pára-lamas para ""dumpers"" e tratores, exceto os rodoviários"	87.08.29.11	87.08.29
"grades de radiadores para ""dumpers""/tratores, exceto de uso rodoviário"	87.08.29.12	87.08.29
"portas para ""dumpers"" e tratores exceto os rodoviários"	87.08.29.13	87.08.29
"painéis de instrumentos para ""dumpers""/tratores, exceto rodoviário"	87.08.29.14	87.08.29
"outras partes/acessórios de carrocerias para ""dumpers"" e tratores"	87.08.29.19	87.08.29
pára-lamas para veículos automóveis	87.08.29.91	87.08.29
grades de radiadores para veículos automóveis	87.08.29.92	87.08.29
portas para veículos automóveis	87.08.29.93	87.08.29
painéis de instrumentos para veículos automóveis	87.08.29.94	87.08.29
inflador de bolsa de ar, para dispositivo de segurança para automóveis	87.08.29.95	87.08.29
"bolsas infláveis para ""airbag"" de automóveis"	87.08.29.96	87.08.29
aparelhos de cintilografia	90.18.14.00	90.18.14
scanner de tomografia por emissão de posítrons (pet - positron emission tomography)	90.18.14.10	90.18.14
câmaras gama	90.18.14.20	90.18.14
outros aparelhos de cintilografia	90.18.14.90	90.18.14
endoscópios	90.18.19.10	90.18.19
audiômetros	90.18.19.20	90.18.19
câmaras gama	90.18.19.30	90.18.19
outros aparelhos de eletrodiagnóstico	90.18.19.80	90.18.19
partes de aparelhos de eletrodiagnóstico	90.18.19.90	90.18.19
aparelhos de raios ultravioleta ou infravermelhos	90.18.20.00	90.18.20
aparelhos de raios ultravioleta ou infravermelhos, para cirurgia, que operem por laser	90.18.20.10	90.18.20
outros aparelhos para tratamento bucal, que operem por laser	90.18.20.20	90.18.20
outros aparelhos de raios ultravioleta ou infravermelho	90.18.20.90	90.18.20
seringas, mesmo com agulhas, de plástico, de capacidade inferior ou igual a 2 cm3	90.18.31.11	90.18.31
outras seringas, mesmo com agulhas, de plástico	90.18.31.19	90.18.31
seringas, mesmo com agulhas, de outras matérias	90.18.31.90	90.18.31
agulhas tubulares de metal, gengivais	90.18.32.11	90.18.32
agulhas tubulares de metal, de aço cromo-níquel, bisel trifacetado e diâmetro exterior superior ou igual a 1, 6 mm, do tipo das utilizadas com bolsas de sangue	90.18.32.12	90.18.32
outras agulhas tubulares de metal	90.18.32.19	90.18.32
espectrofotômetros de emissao óptica (emissão atômica)	90.27.30.23	90.27.30
outros espectrofotômetros	90.27.30.29	90.27.30
assentos de cana, vime, bambu ou de matérias semelhantes	94.01.50.00	94.01.50
assentos de bambu ou de rotim	94.01.51.00	94.01.51
assentos de vime ou matérias semelhantes	94.01.59.00	94.01.59
assentos estofados, com armação de madeira	94.01.61.00	94.01.61
outros assentos com armação de madeira	94.01.69.00	94.01.69
assentos estofados, com armação de metal	94.01.71.00	94.01.71
outros assentos com armação de metal	94.01.79.00	94.01.79
outros assentos	94.01.80.00	94.01.80
partes para assentos, de madeira	94.01.90.10	94.01.90
partes para assentos, de outras matérias	94.01.90.90	94.01.90
cadeiras de dentista, cadeiras para salões de cabeleireiro e cadeiras semelhantes, e suas partes	94.02.10.00	94.02.10
mesas de operação cirúrgica	94.02.90.10	94.02.90
camas dotadas de mecanismos para usos clínicos	94.02.90.20	94.02.90
outros mobiliários para medicina, cirurgia, odontologia, etc.	94.02.90.90	94.02.90
móveis de metal, do tipo utilizado em escritórios	94.03.10.00	94.03.10
outros móveis de metal	94.03.20.00	94.03.20
móveis de madeira, do tipo utilizado em escritórios	94.03.30.00	94.03.30
móveis de madeira, do tipo utilizado em cozinhas	94.03.40.00	94.03.40
móveis de madeira, do tipo utilizado em quartos de dormir	94.03.50.00	94.03.50
outros móveis de madeira	94.03.60.00	94.03.60
móveis de plásticos	94.03.70.00	94.03.70
móveis de outras matérias, inclusive rotim, vime, bambu, etc.	94.03.80.00	94.03.80
outros varistores	85.33.40.13	85.33.40
espectrógrafos de emissão óptica (emissão atômica)	90.27.30.31	90.27.30
outros espectrógrafos	90.27.30.39	90.27.30
indicadores de tempo de exposição	90.27.40.00	90.27.40
colorímetros	90.27.50.10	90.27.50
fotômetros	90.27.50.20	90.27.50
refratômetros	90.27.50.30	90.27.50
sacarímetros	90.27.50.40	90.27.50
citômetro de fluxo	90.27.50.50	90.27.50
outros instrumentos e aparelhos que utilizem radiações ópticas	90.27.50.90	90.27.50
calorímetros	90.27.80.11	90.27.80
viscosímetros	90.27.80.12	90.27.80
densitômetros	90.27.80.13	90.27.80
aparelhos medidores de ph	90.27.80.14	90.27.80
espectrômetros de massa	90.27.80.20	90.27.80
polarógrafos	90.27.80.30	90.27.80
outros instrumentos e aparelhos para análise/ensaio/medida, etc	90.27.80.90	90.27.80
exposímetros	90.27.80.91	90.27.80
outros instrumentos e aparelhos para análise/ensaio/medida	90.27.80.99	90.27.80
microtomos	90.27.90.10	90.27.90
partes e acessórios para espectrómetros de emissão óptica	90.27.90.91	90.27.90
partes e acessórios para espectrógrafos de emissão óptica	90.27.90.92	90.27.90
partes e acessórios para polarógrafos	90.27.90.93	90.27.90
partes e acessórios para outros instrumentos e aparelhos para análise	90.27.90.99	90.27.90
contadores de gás natural comprimido, eletrônicos	90.28.10.10	90.28.10
contadores de gás natural comprimido eletrônico, para postos de serviço	90.28.10.11	90.28.10
movéis de bambu ou de rotim	94.03.81.00	94.03.81
móveis de vime ou de matérias semelhantes	94.03.89.00	94.03.89
partes para móveis, de madeira	94.03.90.10	94.03.90
partes para móveis, de outras matérias	94.03.90.90	94.03.90
suportes para camas (somiês)	94.04.10.00	94.04.10
colchões de borracha alveolar ou de plásticos alveolares, mesmo recobertos	94.04.21.00	94.04.21
colchões de outras matérias	94.04.29.00	94.04.29
sacos de dormir	94.04.30.00	94.04.30
edredões, almofadas, pufes, travesseiros e artigos semelhantes	94.04.90.00	94.04.90
lâmpadas escialíticas (luzes sem sombra, do tipo utilizado em medicina, cirurgia, odontologia)	94.05.10.10	94.05.10
lustres e aparelhos iluminadores elétricos, de pedra, para teto/parede	94.05.10.91	94.05.10
lustres e aparelhos iluminadores elétricos, de vidro, para teto/parede	94.05.10.92	94.05.10
lustres e aparelhos iluminadores elétricos, de metal comum, para teto/parede	94.05.10.93	94.05.10
lustres e aparelhos iluminadores elétricos, de outros materiais, para teto/parede	94.05.10.99	94.05.10
abajures de cabeceira, de escritório e lampadários de interior, elétricos	94.05.20.00	94.05.20
guirlandas elétricas dos tipos utilizados em árvores de natal	94.05.30.00	94.05.30
outros aparelhos elétricos de iluminação, de metais comuns	94.05.40.10	94.05.40
outros aparelhos elétricos de iluminação, de outras matérias	94.05.40.90	94.05.40
aparelhos não elétricos de iluminação	94.05.50.00	94.05.50
anúncios, cartazes ou tabuletas, placas indicadoras luminosos, e artigos semelhantes	94.05.60.00	94.05.60
outros contadores de gás natural comprimido, eletrônicos	90.28.10.19	90.28.10
outros contadores de gases	90.28.10.90	90.28.10
contadores de líquidos, peso <= 50kg	90.28.20.10	90.28.20
contadores de líquidos, peso > 50kg	90.28.20.20	90.28.20
contadores monofásicos, para corrente elétrica alternada, digitais	90.28.30.11	90.28.30
outros contadores monofásicos, para corrente elétrica alternada	90.28.30.19	90.28.30
contadores bifásicos de eletricidade, digitais	90.28.30.21	90.28.30
outros contadores bifásicos de eletricidade	90.28.30.29	90.28.30
contadores trifásicos de eletricidade, digitais	90.28.30.31	90.28.30
outros contadores trifásicos de eletricidade	90.28.30.39	90.28.30
outros contadores de eletricidade	90.28.30.90	90.28.30
partes e acessórios de contadores de eletricidade	90.28.90.10	90.28.90
partes e acessórios para contadores de gases/líquidos	90.28.90.90	90.28.90
contadores de voltas, contadores de produção ou de horas de trabalho	90.29.10.10	90.29.10
taxímetros, totalizadores de caminho percorrido, etc.	90.29.10.90	90.29.10
outros aparelhos receptores de radiotelefonia/radiotelegrafia/radiodifusão, etc.	85.27.90.90	85.27.90
aparelhos receptores para radiodifusão, com aparelho de gravação ou reprodução do som	85.27.91.00	85.27.91
outros aparelhos receptores de radiodifusão, combinado com toca-fitas e gravador	85.27.91.10	85.27.91
outras memórias montadas, para montagem em superfície	85.42.21.28	85.42.21
outros circuitos integrados monolíticos digitais montados	85.42.21.29	85.42.21
outras memórias tipo ram estáticas tempo <= 25 ns	85.42.21.91	85.42.21
outros microprocessadores	85.42.21.92	85.42.21
outros microcontroladores	85.42.21.93	85.42.21
outros co-processadores	85.42.21.94	85.42.21
"outros circuitos integrados monolíticos digitais ""chipset"""	85.42.21.95	85.42.21
outras memórias	85.42.21.98	85.42.21
outros circuitos integrados monolíticos digitais	85.42.21.99	85.42.21
outros circuitos integrados monolíticos não montados	85.42.29.10	85.42.29
outros circuitos integrados digitais-analógicos	85.42.29.21	85.42.29
outros circuitos integrados monolíticos montados	85.42.29.29	85.42.29
outros circuitos integrados monolíticos digitais não montados	85.42.30.10	85.42.30
outros circuitos integrados monolíticos digitais-analógicos, montados	85.42.30.21	85.42.30
outros circuitos integrados monolíticos montados	85.42.30.29	85.42.30
processadores e controladores, mesmo combinados com memórias, conversores, circuitos lógicos, amplificadores, circuitos temporizadores e de sincronização, ou outros circuitos, não montados	85.42.31.10	85.42.31
processadores e controladores, mesmo combinados com memórias, conversores, circuitos lógicos, amplificadores, circuitos temporizadores e de sincronização, ou outros circuitos, montados, próprios para montagem em superfície (smd - surface mounted device)	85.42.31.20	85.42.31
outros circuitos integrados	85.42.31.90	85.42.31
volantes de direção para veículos automóveis	87.08.94.91	87.08.94
barras de direção para veículos automóveis	87.08.94.92	87.08.94
caixas de direção para veículos automóveis	87.08.94.93	87.08.94
bolsas infláveis de segurança com sistema de insuflação (airbags)	87.08.95.10	87.08.95
bolsas infláveis para airbags	87.08.95.21	87.08.95
sistema de insuflação, para dispositivo de segurança para automóveis (airbag)	87.08.95.22	87.08.95
outras partes e acessórios de carrocerias para veículos automóveis	87.08.95.29	87.08.95
outras partes e acessórios para tratores e veículos automóveis	87.08.99.00	87.08.99
dispositivo para comando, acelerador, freio, etc, para veículo automóvel	87.08.99.10	87.08.99
outras partes e acessórios para tratores e veículos automóveis	87.08.99.90	87.08.99
veículos automóveis elétricos, sem dispositivo de elevação, utilizados em fábricas, etc.	87.09.11.00	87.09.11
outros veículos automóveis, sem dispositivo de elevação, utilizados em fábricas, etc.	87.09.19.00	87.09.19
partes de veículos automóveis sem dispositivo de elevação, utilizado em fábricas	87.09.90.00	87.09.90
veículos e carros blindados de combate, armados ou não, e suas partes	87.10.00.00	87.10.00
motocicletas (incluindo os ciclomotores) e outros ciclos, com motor a pistão alternativo, com motor de pistão alternativo de cilindrada não superior a 50 cm3	87.11.10.00	87.11.10
motocicletas com motor a pistão alternativo, de cilindrada inferior ou igual a 125 cm3	87.11.20.10	87.11.20
motocicletas com motor a pistão alternativo, de cilindrada superior a 125 cm3	87.11.20.20	87.11.20
máscaras contra gases	90.20.00.10	90.20.00
outros aparelhos respiratórios	90.20.00.90	90.20.00
artigos e aparelhos ortopédicos	90.21.10.10	90.21.10
artigos e aparelhos para fraturas	90.21.10.20	90.21.10
partes e acessórios de artigos/aparelhos de ortopedia/articulação	90.21.10.91	90.21.10
outras partes e acessórios de aparelhos de ortopedia/fraturas	90.21.10.99	90.21.10
próteses articulares, femurais	90.21.11.10	90.21.11
próteses articulares, miolétricas	90.21.11.20	90.21.11
outras próteses articulares	90.21.11.90	90.21.11
artigos e aparelhos ortopédicos	90.21.19.10	90.21.19
artigos e aparelhos para fraturas	90.21.19.20	90.21.19
partes e acessórios de artigos e aparelhos de ortopedia, articulares	90.21.19.91	90.21.19
outras partes e acessórios de próteses articulares/aparelhos ortopédicos	90.21.19.99	90.21.19
dentes artificiais de acrílico	90.21.21.10	90.21.21
dentes artificiais, exceto de acrílico	90.21.21.90	90.21.21
outros artigos e aparelhos de prótese dentária	90.21.29.00	90.21.29
válvulas cardíacas mecânicas	90.21.30.11	90.21.30
válvulas cardíacas, exceto as mecânicas	90.21.30.19	90.21.30
lentes intraoculares	90.21.30.20	90.21.30
próteses de artérias vasculares revestidas	90.21.30.30	90.21.30
próteses mamárias não implantáveis	90.21.30.40	90.21.30
outros aparelhos receptores de radiodifusão, combinado com toca-fitas/discos, gravados	85.27.91.20	85.27.91
outros aparelhos receptores combinados com aparelhos de gravação/reprodução do som	85.27.91.90	85.27.91
outros receptores não combinados com aparelhos de gravação/reprodução do som, mas combinados com relógio	85.27.92.00	85.27.92
"amplificador com sintonizador (""receiver"")"	85.27.99.10	85.27.99
outros aparelhos recptores radiodifusão c/radiotel. -radioteleg.	85.27.99.90	85.27.99
receptor-decodificador, integrado, sinais digitais. vídeo codificado, cores	85.28.12.10	85.28.12
receptor-decodif. integr. s/saida radiofreq. c/saida áudio	85.28.12.11	85.28.12
outros receptor-decodifintegr. sinais dig. video cod. cores	85.28.12.19	85.28.12
outros aparelhos de recepção de televisão à cores, mesmo com aparelhos de som/imagem	85.28.12.90	85.28.12
aparelhos receptores de tv em preto e branco, mesmo com rádio, etc	85.28.13.00	85.28.13
monitores de vídeo, a cores	85.28.21.00	85.28.21
monitores de vídeo, em cores, com dispositivo de varredura, etc	85.28.21.10	85.28.21
outros monitores de video, em cores	85.28.21.90	85.28.21
monitores de vídeo, em preto e branco ou outros monocromos	85.28.22.00	85.28.22
projetores de vídeo	85.28.30.00	85.28.30
reboques/semi-reboques autocarregáveis, etc, para uso agrícola	87.16.20.00	87.16.20
reboques-cisternas para transporte de mercadorias	87.16.31.00	87.16.31
outros reboques e semi-reboques para transporte de mercadorias	87.16.39.00	87.16.39
outros reboques e semi-reboques	87.16.40.00	87.16.40
outros veículos não autopropulsores	87.16.80.00	87.16.80
chassis de reboques e semi-reboques	87.16.90.10	87.16.90
outras partes de reboques/semi-reboques/veículos não autopropulsados	87.16.90.90	87.16.90
balões e dirigíveis; planadores, asas voadoras e outros veículos aéreos, não concebidos para propulsão a motor	88.01.00.00	88.01.00
planadores e asas voadoras	88.01.10.00	88.01.10
terminais de texto que operem com código de transmissão baudot, providos de teclado alfanumérico e visor, mesmo com telefone incorporado	85.17.62.53	85.17.62
"distribuidores de conexões para redes (""hubs"")"	85.17.62.54	85.17.62
moduladores/demoduladores (modems)	85.17.62.55	85.17.62
outros equipamentos terminais ou repetidores	85.17.62.59	85.17.62
aparelhos emissores com receptor incorporado de sistema troncalizado (trunking)	85.17.62.61	85.17.62
aparelhos emissores com receptor incorporado de tecnologia celular	85.17.62.62	85.17.62
aparelhos transmissores/receptores de telecomunicação por satélite	85.17.62.63	85.17.62
aparelhos emissores com receptor incorporado por satélite, digitais, operando em banda c, ku, l ou s	85.17.62.64	85.17.62
outros aparelhos transmissores/receptores por satélite	85.17.62.65	85.17.62
terminais portáteis de sistema bidirecional de radiomensagens, de taxa de transmissão inferior ou igual a 112 kbits/s	85.17.62.71	85.17.62
aparelhos emissores de frequência inferior a 15 ghz e de taxa de transmissão inferior ou igual a 34 mbits/s, exceto os de sistema bidirecional de radiomensagens de taxa de transmissão inferior ou igual a 112 kbits/s	85.17.62.72	85.17.62
outros aparelhos emissores com receptor incorporado, digitais, de frequência inferior a 15 ghz	85.17.62.77	85.17.62
outros aparelhos emissores com receptor incorporado, digitais, de frequência superior ou igual a 15 ghz, mas inferior ou igual a 23 ghz e taxa de transmissão inferior ou igual a 8 mbit/s	85.17.62.78	85.17.62
outros aparelhos emissores com receptor incorporado, digitais	85.17.62.79	85.17.62
aparelhos transmissores (emissores) de radiotelefonia/radiotelegrafia	85.17.62.91	85.17.62
receptores pessoais de radiomensagens com apresentação alfanumérica da mensagem em visor	85.17.62.92	85.17.62
outros aparelhos receptores de televisão, a cores (policromo)	85.28.72.00	85.28.72
outros aparelhos receptores de televisão, a preto e branco ou outros monocromos	85.28.73.00	85.28.73
antenas com refletor parabólico, exceto para telefone celular	85.29.10.11	85.29.10
outras antenas, exceto para telefones celulares	85.29.10.19	85.29.10
antenas para telefones celulares portáteis, exceto telescópicas	85.29.10.20	85.29.10
outras antenas e refletores de antenas, e suas partes	85.29.10.90	85.29.10
gabinetes e bastidores, de aparelhos transmissores e receptores	85.29.90.11	85.29.90
circuitos impressos com componentes elétricos ou eletrônicos, montados, para aparelhos transmissores e receptores	85.29.90.12	85.29.90
outras partes para aparelhos transmissores/receptores	85.29.90.19	85.29.90
outras partes para aparelhos receptores de radiodifusão, televisão, etc.	85.29.90.20	85.29.90
outras partes para aparelhos de radiodetecção e radiosondagem	85.29.90.30	85.29.90
outras partes para aparelhos de radionavegação	85.29.90.40	85.29.90
outras partes para aparelhos de radiotelecomando/câmeras de tv/vídeo	85.29.90.90	85.29.90
aparelhos eletrônicos digitais para controle de tráfego de vias férreas	85.30.10.10	85.30.10
outros aparelhos elétricos de sinalização, etc, para vias férreas	85.30.10.90	85.30.10
aparelhos eletrônicos digitais para controle de tráfego de automotores	85.30.80.10	85.30.80
outros aparelhos elétricos de sinalização, etc, para vias terrestres, etc	85.30.80.90	85.30.80
amplificadores de radiofrequência, para recepção de sinais de micro-ondas de baixo ruído (lna) na banda de 3. 600 a 4. 200 mhz, com temperatura menor ou igual a 55 kelvin, para telecomunicações via satélite	85.43.70.12	85.43.70
amplificadores de radiofrequência, para distribuição de sinais de televisão	85.43.70.13	85.43.70
outros amplificadores de radiofrequência, para recepção de sinais de micro-ondas	85.43.70.14	85.43.70
outros amplificadores de radiofrequência, para transmissão de sinais de micro-ondas	85.43.70.15	85.43.70
outros amplificadores de radiofrequência	85.43.70.19	85.43.70
aparelhos para eletrocutar insetos	85.43.70.20	85.43.70
geradores de efeitos especiais com manipulação em 2 ou 3 dimensões, mesmo combinados com dispositivo de comutação, de mais de 10 entradas de áudio ou de vídeo	85.43.70.31	85.43.70
geradores de caracteres, digitais	85.43.70.32	85.43.70
sincronizadores de quadro armazenadores ou corretores de base de tempo	85.43.70.33	85.43.70
controladores de edição para vídeo	85.43.70.34	85.43.70
misturador digital, em tempo real, com oito ou mais entradas	85.43.70.35	85.43.70
roteador-comutador (routing switcher) de mais de 20 entradas e mais de 16 saídas, de áudio ou de vídeo	85.43.70.36	85.43.70
outras máquinas e aparelhos auxiliares para vídeo	85.43.70.39	85.43.70
transcodificadores ou conversores de padrões de televisão	85.43.70.40	85.43.70
simulador de antenas para transmissores com potência igual ou superior a 25 kw (carga fantasma)	85.43.70.50	85.43.70
terminais de texto que operem com código de transmissão baudot, providos de teclado alfanumérico e visor, para acoplamento exclusivamente acústico a telefone	85.43.70.91	85.43.70
eletrificadores de cercas	85.43.70.92	85.43.70
balões, dirigíveis e outros veículos aéreos não motorizados	88.01.90.00	88.01.90
helicópteros, de peso não superior a 2. 000 kg, vazios	88.02.11.00	88.02.11
helicópteros, de peso inferior ou igual a 3. 500 kg	88.02.12.10	88.02.12
helicópteros, de peso maior que 3500 kg, vazios	88.02.12.90	88.02.12
aviões e outros veículos aéreos, a hélice, de peso não superior a 2. 000 kg, vazios	88.02.20.10	88.02.20
aviões e outros veículos aéreos, a turboélice, de peso não superior a 2. 000 kg, vazios, monomotores	88.02.20.21	88.02.20
aviões e outros veículos aéreos, de peso não superior a 2. 000 kg, vazios, a turboélice, multimotores	88.02.20.22	88.02.20
outros aviões e veículos aéreos, de peso menor ou igual a 2000 kg, vazios	88.02.20.90	88.02.20
roteador-comutador de mais de 20 entradas e mais de 16 saídas, para vídeo	85.43.89.36	85.43.89
outras máquinas e aparelhos auxiliares, para vídeo	85.43.89.39	85.43.89
transcodificador ou conversor de padrões de televisão	85.43.89.40	85.43.89
hélices e rotores, e suas partes, para veículos aéreos, etc.	88.03.10.00	88.03.10
trens de aterrissagem e suas partes, para veículos aéreos, etc.	88.03.20.00	88.03.20
outras partes de aviões ou de helicópteros	88.03.30.00	88.03.30
outras partes para veículos aéreos/espaciais	88.03.90.00	88.03.90
pára-quedas (incluindo os pára-quedas dirigíveis e os parapentes) e os pára-quedas giratórios; suas partes e acessórios	88.04.00.00	88.04.00
aparelhos e dispositivos para lançamento de veículos aéreos, e suas partes; aparelhos e dispositivos para aterrissagem de veículos aéreos em porta-aviões e aparelhos e dispositivos semelhantes, e suas partes	88.05.10.00	88.05.10
aparelhos simuladores de voo em terra e suas partes	88.05.20.00	88.05.20
simuladores de combate aéreo e suas partes	88.05.21.00	88.05.21
outros aparelhos de treinamento de voo em terra e suas partes	88.05.29.00	88.05.29
transatlânticos, barcos de excursão e embarcações semelhantes principalmente concebidas para o transporte de pessoas; ferryboats	89.01.10.00	89.01.10
